CSC 400:Discrete Structures for Computer Science::S1O,SpO,WiO,AuO,S1E,SpE,WiE,AuE
CSC 401:Introduction to Programming::S2O,S1O,SpO,WiO,AuO,S2E,SpE,WiE,AuE
CSC 402:Data Structures I:CSC 401:S1O,SpO,WiO,AuO,S1E,SpE,WiE,AuE
CSC 403:Data Structures II:CSC 402:S2O,SpO,WiO,AuO,S2E,SpE,WiE,AuE
CSC 406:Systems I:CSC 401:S1O,SpO,WiO,AuO,S1E,SpE,WiE,AuE
CSC 407:Systems II:CSC 406 and CSC 402:S2O,SpO,WiO,AuO,S2E,SpE,WiE,AuE
CSC 421:Applied Algorithms and Structures:CSC 400 and CSC 403:SpO,WiO,AuO,SpE,WiE,AuE
CSC 435:Distributed Systems I:CSC 403 and CSC 407:SpO,WiO,AuO,SpE,WiE,AuE
CSC 447:Concepts of Programming Languages:CSC 403 and CSC 406:SpO,WiO,AuO,SpE,WiE,AuE
CSC 453:Database Technologies:CSC 403:SpO,WiO,AuO,SpE,WiE,AuE
SE 450:Object-Oriented Software Development:CSC 403:S0O,SpO,WiO,AuO,SpE,WiE,AuE
CSC 436:Web Applications:CSC 435 and CSC 447:AuO
CSC 438:Framework for Web Application Development::SpE,AuE
CSC 439:Computer Security::WiO
CSC 443:Introduction to Operating Systems::
CSC 448:Compiler Design:CSC 447:
CSC 461:Optimized C++:CSC 400 and CSC 403 and CSC 406:SpO,AuO,AuE
CSC 462:C++ Multithreading:GAM 491 or CSC 461:SpO
CSC 471:Mobile Application Development for iOS:CSC 403 and CSC 407:WiO,WiE
CSC 472:Mobile Application Development for Android:CSC 403 and CSC 407:AuO,AuE
CSC 475:Introduction to Robotics::
CSC 534:Software Development for Limited and Embedded Devices:SE 450:
CSC 536:Distributed Systems II:CSC 435:SpO,SpE
CSC 540:Mobile Application Development II:CSC 471:
CSC 548:Advanced Compiler Design:CSC 448:
CSC 549:Database System Implementation:CSC 453:
CSC 551:Distributed Database Systems:CSC 453 and (CSC 435 or TDC 405 or TDC 463):
CSC 552:Concurrent Software Development:SE 450 and CSC 407:AuO,AuE
CSC 553:Advanced Database Concepts:CSC 453:WiO,WiE
CSC 595:Topics in Computer Science:For specific prerequisites, see syllabus or consult course instructor. (variable credit):WiE
CNS 450:Digital Forensic Techniques:CSC 407 or CNS 418:AuO,AuE
GAM 690:Game Development Studio I::WiO,WiE
GAM 691:Game Development Studio II::SpO,SpE
HCI 441:Introduction to User-Centered Development:CSC 403:
SE 441:Continuous Delivery and Devops:CSC 403:WiO,SpE
SE 452:Object-Oriented Enterprise Computing:CSC 403:SpO,AuO,SpE,AuE
SE 459:Agile Software Development:SE 450:AuO,AuE
SE 525:Software Security Architecture:CSC 435 and SE 450:
SE 526:Software Security Assessment::WiO,WiE
SE 554:Enterprise Component Architecture:SE 450 or SE 452:SpO,SpE
SE 560:Structured Document Interchange and Processing:SE 450 OR ((CSC 383 or CSC 301)  and SE 430):
SE 491:Software Engineering Studio:SE 450:WiO,AuO,WiE,AuE
SE 591:Software Engineering Studio II:SE 491:SpO,WiO,SpE,WiE
TDC 478:Information Storage and Management:none:AuO,AuE
TDC 484:Scripting for Network Management:TDC 413:WiO,WiE
TDC 568:Network Management:TDC 463:SpO,SpE
CSC 431:Scientific Computing:(CSC 401 and two quarters of calculus) or instructor permission:WiO,WiE
CSC 440:Cryptology:CSC 403:WiO,WiE
CSC 444:Automata Theory and Formal Grammars:CSC 400 and CSC 403:
CSC 489:Theory of Computation:CSC 444 or CSC 421:AuO
CSC 503:Parallel Algorithms:CSC 421:WiE
